Age,Gender,Education Level,Job Title,Years of Experience,Salary,City,Seniority Level,Industry,Remote Status
29.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Pune,Junior,IT,Hybrid
36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Pune,Junior,IT,Onsite
30.0,Male,High School,Junior HR Generalist,1.0,32000.0,Bangalore,Junior,HR,Onsite
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,Mumbai,Senior,Management,Hybrid
34.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,Pune,Junior,IT,Hybrid
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,Bangalore,Junior,HR,Remote
37.0,Male,PhD,Director of HR,12.0,120000.0,Bangalore,Senior,Management,Onsite
24.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,Hyderabad,Junior,IT,Onsite
39.0,Male,Master's Degree,Senior HR Generalist,9.0,95000.0,Pune,Senior,HR,Onsite
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,Bangalore,Junior,HR,Hybrid
44.0,Female,PhD,Director of HR,14.0,140000.0,Hyderabad,Senior,Management,Onsite
28.0,Male,Bachelor's Degree,Web Developer,3.0,55000.0,Hyderabad,Junior,IT,Onsite
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Pune,Senior,Management,Hybrid
45.0,Male,PhD,Director of HR,13.0,135000.0,Hyderabad,Senior,Management,Hybrid
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Hyderabad,Junior,IT,Hybrid
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,Mumbai,Senior,HR,Remote
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,Pune,Junior,HR,Onsite
33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,Hyderabad,Junior,IT,Onsite
42.0,Female,Master's Degree,Director of HR,12.0,120000.0,Hyderabad,Senior,Management,Onsite
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,Pune,Senior,Management,Onsite
36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Delhi,Junior,IT,Hybrid
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,Hyderabad,Junior,HR,Onsite
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,Delhi,Senior,Management,Hybrid
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,Delhi,Junior,IT,Hybrid
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,Bangalore,Junior,HR,Remote
37.0,Male,PhD,Director of HR,11.0,115000.0,Bangalore,Senior,Management,Remote
24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0,Delhi,Junior,IT,Remote
39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,Delhi,Senior,HR,Remote
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,Hyderabad,Junior,HR,Remote
44.0,Female,PhD,Director of HR,13.0,135000.0,Mumbai,Senior,Management,Hybrid
28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,Delhi,Junior,IT,Onsite
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Pune,Senior,Management,Hybrid
45.0,Male,PhD,Director of HR,14.0,140000.0,Bangalore,Senior,Management,Onsite
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Mumbai,Junior,IT,Remote
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,Pune,Senior,HR,Onsite
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,Delhi,Junior,HR,Hybrid
33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,Bangalore,Junior,IT,Remote
42.0,Female,Master's Degree,Director of HR,12.0,120000.0,Hyderabad,Senior,Management,Hybrid
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,Bangalore,Senior,Management,Hybrid
36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Pune,Junior,IT,Onsite
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,Mumbai,Junior,HR,Remote
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,Pune,Senior,Management,Hybrid
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,Hyderabad,Junior,IT,Onsite
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,Hyderabad,Junior,HR,Onsite
37.0,Male,PhD,Director of HR,11.0,115000.0,Delhi,Senior,Management,Onsite
24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0,Delhi,Junior,IT,Onsite
39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,Pune,Senior,HR,Onsite
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,Bangalore,Junior,HR,Hybrid
44.0,Female,PhD,Director of HR,13.0,135000.0,Mumbai,Senior,Management,Hybrid
28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,Mumbai,Junior,IT,Hybrid
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Hyderabad,Senior,Management,Hybrid
45.0,Male,PhD,Director of HR,14.0,140000.0,Pune,Senior,Management,Hybrid
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Delhi,Junior,IT,Remote
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,Hyderabad,Senior,HR,Onsite
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,Mumbai,Junior,HR,Remote
33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,Delhi,Junior,IT,Onsite
42.0,Female,Master's Degree,Director of HR,12.0,120000.0,Hyderabad,Senior,Management,Hybrid
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,Bangalore,Senior,Management,Onsite
36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Hyderabad,Junior,IT,Onsite
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,Delhi,Junior,HR,Hybrid
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,Pune,Senior,Management,Onsite
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,Bangalore,Junior,IT,Onsite
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,Mumbai,Junior,HR,Remote
37.0,Male,PhD,Director of HR,11.0,115000.0,Bangalore,Senior,Management,Remote
24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0,Mumbai,Junior,IT,Onsite
39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,Bangalore,Senior,HR,Hybrid
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,Mumbai,Junior,HR,Remote
44.0,Female,PhD,Director of HR,13.0,135000.0,Mumbai,Senior,Management,Onsite
28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,Mumbai,Junior,IT,Hybrid
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Delhi,Senior,Management,Remote
45.0,Male,PhD,Director of HR,14.0,140000.0,Hyderabad,Senior,Management,Remote
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Bangalore,Junior,IT,Remote
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,Delhi,Senior,HR,Hybrid
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,Mumbai,Junior,HR,Hybrid
33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,Bangalore,Junior,IT,Remote
42.0,Female,Master's Degree,Director of HR,12.0,120000.0,Hyderabad,Senior,Management,Onsite
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,Delhi,Senior,Management,Remote
36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Pune,Junior,IT,Remote
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,Bangalore,Junior,HR,Remote
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,Delhi,Senior,Management,Hybrid
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,Bangalore,Junior,IT,Hybrid
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,Bangalore,Junior,HR,Hybrid
37.0,Male,PhD,Director of HR,11.0,115000.0,Pune,Senior,Management,Hybrid
32.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Hyderabad,Junior,IT,Remote
24.0,Female,High School,Junior HR Generalist,1.0,32000.0,Mumbai,Junior,HR,Onsite
45.0,Male,PhD,Senior Human Resources Manager,12.0,120000.0,Hyderabad,Senior,Management,Remote
29.0,Female,Master's Degree,Web Developer,4.0,65000.0,Pune,Junior,IT,Onsite
38.0,Male,Bachelor's Degree,Senior HR Generalist,8.0,95000.0,Hyderabad,Senior,HR,Onsite
27.0,Female,Master's Degree,Director of HR,5.0,80000.0,Hyderabad,Senior,Management,Remote
31.0,Female,High School,Junior HR Coordinator,3.0,38000.0,Mumbai,Junior,HR,Remote
42.0,Male,Master's Degree,Web Developer,10.0,110000.0,Hyderabad,Junior,IT,Remote
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Hyderabad,Junior,IT,Onsite
36.0,Male,Master's Degree,Senior HR Generalist,7.0,89000.0,Pune,Senior,HR,Remote
28.0,Male,High School,Junior HR Generalist,1.0,32000.0,Mumbai,Junior,HR,Remote
33.0,Female,Bachelor's Degree,Web Developer,5.0,70000.0,Hyderabad,Junior,IT,Onsite
46.0,Male,PhD,Director of HR,15.0,150000.0,Pune,Senior,Management,Hybrid
25.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,Bangalore,Junior,IT,Hybrid
37.0,Female,Master's Degree,Senior Human Resources Manager,9.0,105000.0,Bangalore,Senior,Management,Hybrid
30.0,Male,Master's Degree,Web Developer,4.0,65000.0,Mumbai,Junior,IT,Onsite
43.0,Female,PhD,Director of HR,14.0,140000.0,Pune,Senior,Management,Hybrid
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,Mumbai,Junior,IT,Hybrid
26.0,Female,High School,Junior HR Generalist,2.0,35000.0,Pune,Junior,HR,Remote
41.0,Male,Master's Degree,Senior HR Generalist,11.0,115000.0,Pune,Senior,HR,Hybrid
29.0,Female,Master's Degree,Web Developer,5.0,70000.0,Bangalore,Junior,IT,Hybrid
35.0,Male,Bachelor's Degree,Web Developer,6.0,80000.0,Hyderabad,Junior,IT,Remote
27.0,Female,High School,Junior HR Coordinator,1.0,30000.0,Hyderabad,Junior,HR,Hybrid
40.0,Male,PhD,Director of HR,13.0,135000.0,Mumbai,Senior,Management,Onsite
23.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,Delhi,Junior,IT,Remote
39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,Delhi,Senior,HR,Hybrid
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,Hyderabad,Junior,HR,Onsite
44.0,Female,PhD,Senior Human Resources Manager,12.0,120000.0,Pune,Senior,Management,Hybrid
28.0,Male,Master's Degree,Web Developer,3.0,55000.0,Hyderabad,Junior,IT,Onsite
32.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Bangalore,Junior,IT,Remote
45.0,Male,Master's Degree,Director of HR,14.0,140000.0,Pune,Senior,Management,Onsite
26.0,Female,Bachelor's Degree,Web Developer,3.0,55000.0,Delhi,Junior,IT,Onsite
38.0,Male,PhD,Senior Human Resources Manager,11.0,115000.0,Hyderabad,Senior,Management,Remote
27.0,Female,Master's Degree,Senior HR Generalist,4.0,70000.0,Pune,Senior,HR,Hybrid
33.0,Male,High School,Junior HR Coordinator,3.0,38000.0,Delhi,Junior,HR,Onsite
42.0,Female,Master's Degree,Director of HR,13.0,135000.0,Bangalore,Senior,Management,Hybrid
29.0,Male,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Pune,Junior,IT,Remote
36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Hyderabad,Junior,IT,Remote
30.0,Male,High School,Junior HR Generalist,1.0,32000.0,Mumbai,Junior,HR,Hybrid
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,Bangalore,Senior,Management,Hybrid
34.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,Hyderabad,Junior,IT,Remote
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,Delhi,Junior,HR,Hybrid
37.0,Male,PhD,Director of HR,12.0,120000.0,Pune,Senior,Management,Remote
24.0,Female,Bachelor's Degree,Junior Web Developer,1.0,40000.0,Delhi,Junior,IT,Onsite
39.0,Male,Master's Degree,Senior HR Generalist,9.0,95000.0,Bangalore,Senior,HR,Hybrid
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,Delhi,Junior,HR,Onsite
44.0,Female,PhD,Director of HR,14.0,140000.0,Delhi,Senior,Management,Hybrid
28.0,Male,Bachelor's Degree,Web Developer,3.0,55000.0,Mumbai,Junior,IT,Hybrid
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Bangalore,Senior,Management,Onsite
45.0,Male,PhD,Director of HR,13.0,135000.0,Mumbai,Senior,Management,Hybrid
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Hyderabad,Junior,IT,Hybrid
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,Delhi,Senior,HR,Onsite
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,Mumbai,Junior,HR,Remote
33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,Bangalore,Junior,IT,Onsite
42.0,Female,Master's Degree,Director of HR,12.0,120000.0,Bangalore,Senior,Management,Onsite
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,Pune,Senior,Management,Onsite
36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Delhi,Junior,IT,Hybrid
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,Delhi,Junior,HR,Remote
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,Mumbai,Senior,Management,Onsite
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,Bangalore,Junior,IT,Onsite
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,Mumbai,Junior,HR,Hybrid
37.0,Male,PhD,Director of HR,11.0,115000.0,Pune,Senior,Management,Remote
24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0,Bangalore,Junior,IT,Remote
39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,Pune,Senior,HR,Onsite
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,Mumbai,Junior,HR,Remote
44.0,Female,PhD,Director of HR,13.0,135000.0,Bangalore,Senior,Management,Hybrid
28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,Hyderabad,Junior,IT,Hybrid
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Mumbai,Senior,Management,Hybrid
45.0,Male,PhD,Director of HR,14.0,140000.0,Mumbai,Senior,Management,Hybrid
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Bangalore,Junior,IT,Hybrid
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,Pune,Senior,HR,Remote
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,Delhi,Junior,HR,Remote
33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,Mumbai,Junior,IT,Hybrid
42.0,Female,Master's Degree,Director of HR,12.0,120000.0,Pune,Senior,Management,Remote
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,Bangalore,Senior,Management,Onsite
36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Delhi,Junior,IT,Remote
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,Delhi,Junior,HR,Remote
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,Bangalore,Senior,Management,Remote
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,Bangalore,Junior,IT,Remote
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,Bangalore,Junior,HR,Remote
37.0,Male,PhD,Director of HR,11.0,115000.0,Mumbai,Senior,Management,Remote
24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0,Delhi,Junior,IT,Onsite
39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,Delhi,Senior,HR,Hybrid
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,Bangalore,Junior,HR,Onsite
44.0,Female,PhD,Director of HR,13.0,135000.0,Hyderabad,Senior,Management,Remote
28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,Mumbai,Junior,IT,Remote
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Mumbai,Senior,Management,Remote
45.0,Male,PhD,Director of HR,14.0,140000.0,Hyderabad,Senior,Management,Remote
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Pune,Junior,IT,Remote
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,Delhi,Senior,HR,Hybrid
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,Mumbai,Junior,HR,Onsite
33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,Mumbai,Junior,IT,Onsite
42.0,Female,Master's Degree,Director of HR,12.0,120000.0,Bangalore,Senior,Management,Onsite
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,Delhi,Senior,Management,Hybrid
36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Hyderabad,Junior,IT,Remote
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,Bangalore,Junior,HR,Onsite
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,Hyderabad,Senior,Management,Onsite
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,Hyderabad,Junior,IT,Hybrid
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,Bangalore,Junior,HR,Hybrid
37.0,Male,PhD,Director of HR,11.0,115000.0,Hyderabad,Senior,Management,Onsite
24.0,Female,Bachelor's Degree,Web Developer,1.0,40000.0,Hyderabad,Junior,IT,Hybrid
39.0,Male,Master's Degree,Senior HR Generalist,10.0,105000.0,Hyderabad,Senior,HR,Remote
31.0,Male,High School,Junior HR Generalist,2.0,35000.0,Hyderabad,Junior,HR,Remote
44.0,Female,PhD,Director of HR,13.0,135000.0,Pune,Senior,Management,Onsite
28.0,Male,Bachelor's Degree,Web Developer,4.0,65000.0,Pune,Junior,IT,Remote
32.0,Female,Master's Degree,Senior Human Resources Manager,6.0,80000.0,Mumbai,Senior,Management,Onsite
45.0,Male,PhD,Director of HR,14.0,140000.0,Pune,Senior,Management,Hybrid
26.0,Female,Bachelor's Degree,Junior Web Developer,2.0,45000.0,Mumbai,Junior,IT,Onsite
38.0,Male,Master's Degree,Senior HR Generalist,8.0,95000.0,Hyderabad,Senior,HR,Onsite
27.0,Female,High School,Junior HR Generalist,1.0,32000.0,Hyderabad,Junior,HR,Hybrid
33.0,Male,Bachelor's Degree,Web Developer,5.0,70000.0,Hyderabad,Junior,IT,Onsite
42.0,Female,Master's Degree,Director of HR,12.0,120000.0,Bangalore,Senior,Management,Remote
29.0,Male,Master's Degree,Senior Human Resources Manager,4.0,70000.0,Bangalore,Senior,Management,Onsite
36.0,Female,Master's Degree,Web Developer,7.0,85000.0,Pune,Junior,IT,Hybrid
30.0,Male,High School,Junior HR Coordinator,2.0,33000.0,Delhi,Junior,HR,Hybrid
43.0,Female,PhD,Senior Human Resources Manager,15.0,150000.0,Delhi,Senior,Management,Onsite
34.0,Male,Bachelor's Degree,Junior Web Developer,3.0,50000.0,Bangalore,Junior,IT,Remote
25.0,Female,Master's Degree,Junior HR Generalist,1.0,32000.0,Bangalore,Junior,HR,Hybrid
37.0,Male,PhD,Director of HR,11.0,115000.0,Bangalore,Senior,Management,Hybrid
28.0,Male,Bachelor's Degree,Software Engineer,3.0,60000.0,Delhi,Junior,IT,Onsite
37.0,Female,Master's Degree,Marketing Manager,9.0,100000.0,Delhi,Mid,Management,Remote
43.0,Male,PhD,Data Scientist,15.0,150000.0,Hyderabad,Junior,Analytics,Remote
31.0,Female,Bachelor's Degree,Human Resources Coordinator,4.0,55000.0,Delhi,Junior,General,Hybrid
24.0,Male,High School,Junior Sales Associate,1.0,30000.0,Pune,Junior,Sales,Onsite
29.0,Female,Master's Degree,Software Developer,5.0,70000.0,Hyderabad,Junior,IT,Onsite
35.0,Male,Bachelor's Degree,Operations Manager,8.0,90000.0,Delhi,Mid,Management,Hybrid
26.0,Female,Master's Degree,Marketing Coordinator,2.0,40000.0,Bangalore,Junior,General,Onsite
42.0,Male,PhD,Data Scientist,12.0,130000.0,Delhi,Junior,Analytics,Remote
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Hyderabad,Mid,Management,Onsite
27.0,Male,High School,Junior Sales Associate,2.0,35000.0,Pune,Junior,Sales,Remote
38.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Mumbai,Mid,Management,Hybrid
30.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,Hyderabad,Junior,IT,Remote
45.0,Male,PhD,Data Scientist,18.0,180000.0,Bangalore,Junior,Analytics,Onsite
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Pune,Junior,IT,Remote
40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,Pune,Mid,Management,Remote
33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,Mumbai,Mid,Management,Onsite
29.0,Female,High School,Junior Sales Associate,1.0,30000.0,Hyderabad,Junior,Sales,Remote
44.0,Male,PhD,Data Scientist,16.0,160000.0,Pune,Junior,Analytics,Remote
26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,Pune,Junior,IT,Onsite
36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,Delhi,Junior,General,Hybrid
31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,Hyderabad,Mid,Management,Hybrid
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,Bangalore,Junior,General,Remote
42.0,Male,PhD,Data Scientist,13.0,140000.0,Hyderabad,Junior,Analytics,Onsite
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Mumbai,Mid,Management,Hybrid
28.0,Male,High School,Junior Sales Associate,2.0,35000.0,Delhi,Junior,Sales,Hybrid
39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Pune,Mid,Management,Hybrid
31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,Pune,Junior,IT,Onsite
45.0,Male,PhD,Data Scientist,18.0,180000.0,Hyderabad,Junior,Analytics,Hybrid
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Pune,Junior,IT,Hybrid
40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,Hyderabad,Mid,Management,Onsite
33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,Mumbai,Mid,Management,Hybrid
29.0,Female,High School,Junior Sales Associate,1.0,30000.0,Hyderabad,Junior,Sales,Hybrid
44.0,Male,PhD,Data Scientist,16.0,160000.0,Bangalore,Junior,Analytics,Hybrid
26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,Mumbai,Junior,IT,Remote
36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,Bangalore,Junior,General,Remote
31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,Bangalore,Mid,Management,Hybrid
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,Bangalore,Junior,General,Hybrid
42.0,Male,PhD,Data Scientist,13.0,140000.0,Pune,Junior,Analytics,Remote
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Mumbai,Mid,Management,Hybrid
28.0,Male,High School,Junior Sales Associate,2.0,35000.0,Pune,Junior,Sales,Hybrid
39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Hyderabad,Mid,Management,Onsite
31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,Mumbai,Junior,IT,Hybrid
45.0,Male,PhD,Data Scientist,18.0,180000.0,Mumbai,Junior,Analytics,Hybrid
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Mumbai,Junior,IT,Hybrid
40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,Delhi,Mid,Management,Remote
33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,Pune,Mid,Management,Hybrid
29.0,Female,High School,Junior Sales Associate,1.0,30000.0,Bangalore,Junior,Sales,Hybrid
44.0,Male,PhD,Data Scientist,16.0,160000.0,Hyderabad,Junior,Analytics,Onsite
26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,Mumbai,Junior,IT,Hybrid
36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,Hyderabad,Junior,General,Remote
31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,Delhi,Mid,Management,Remote
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,Mumbai,Junior,General,Hybrid
42.0,Male,PhD,Data Scientist,13.0,140000.0,Bangalore,Junior,Analytics,Onsite
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Mumbai,Mid,Management,Onsite
28.0,Male,High School,Junior Sales Associate,2.0,35000.0,Delhi,Junior,Sales,Hybrid
39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Mumbai,Mid,Management,Remote
31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,Bangalore,Junior,IT,Onsite
45.0,Male,PhD,Data Scientist,18.0,180000.0,Pune,Junior,Analytics,Remote
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Pune,Junior,IT,Hybrid
40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,Pune,Mid,Management,Onsite
33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,Delhi,Mid,Management,Remote
29.0,Female,High School,Junior Sales Associate,1.0,30000.0,Hyderabad,Junior,Sales,Onsite
44.0,Male,PhD,Data Scientist,16.0,160000.0,Pune,Junior,Analytics,Hybrid
26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,Hyderabad,Junior,IT,Remote
36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,Mumbai,Junior,General,Hybrid
31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,Delhi,Mid,Management,Remote
27.0,Female,Master's Degree,Human Resources Coordinator,3.0,50000.0,Pune,Junior,General,Remote
42.0,Male,PhD,Data Scientist,13.0,140000.0,Mumbai,Junior,Analytics,Onsite
34.0,Female,Bachelor's Degree,Human Resources Manager,6.0,75000.0,Bangalore,Mid,Management,Onsite
28.0,Male,High School,Junior Sales Associate,2.0,35000.0,Mumbai,Junior,Sales,Onsite
39.0,Female,Master's Degree,Marketing Manager,10.0,110000.0,Bangalore,Mid,Management,Onsite
31.0,Male,Bachelor's Degree,Software Engineer,4.0,65000.0,Delhi,Junior,IT,Onsite
45.0,Male,PhD,Data Scientist,18.0,180000.0,Bangalore,Junior,Analytics,Hybrid
25.0,Female,Bachelor's Degree,Junior Software Developer,1.0,35000.0,Mumbai,Junior,IT,Hybrid
40.0,Female,Master's Degree,Human Resources Manager,11.0,120000.0,Hyderabad,Mid,Management,Hybrid
33.0,Male,Bachelor's Degree,Operations Manager,6.0,75000.0,Pune,Mid,Management,Onsite
29.0,Female,High School,Junior Sales Associate,1.0,30000.0,Bangalore,Junior,Sales,Hybrid
44.0,Male,PhD,Data Scientist,16.0,160000.0,Hyderabad,Junior,Analytics,Onsite
26.0,Male,Bachelor's Degree,Software Developer,3.0,60000.0,Mumbai,Junior,IT,Hybrid
36.0,Female,Master's Degree,Marketing Coordinator,8.0,85000.0,Mumbai,Junior,General,Onsite
31.0,Male,Bachelor's Degree,Operations Manager,5.0,70000.0,Hyderabad,Mid,Management,Onsite
